,xy,speed,bodydirection,headdirection,rest,walk,locomotion,freezing,rear,corners,walls,center,object1,object2,object3,object4,objects
11,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}"
12,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
13,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
14,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
15,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
16,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
17,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
18,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
19,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
20,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
21,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
22,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
23,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
24,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
25,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
26,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
27,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
28,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
29,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
30,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
31,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
32,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
33,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
34,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
35,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
36,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
37,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
38,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
