,xy,speed,bodydirection,headdirection,rest,walk,locomotion,freezing,rear,corners,walls,center,object1,object2,object3,object4,objects
117,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
118,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
119,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
120,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
121,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
122,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
123,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}"
124,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
125,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
126,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
127,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
128,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
129,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
130,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}"
131,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
132,"{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
133,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
134,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
135,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
136,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}"
137,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
138,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
139,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
140,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}"
141,"{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}"
142,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
143,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
144,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
145,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
146,"{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
147,"{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
148,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
149,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}"
150,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.False_, 'stage1': np.True_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
151,"{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': np.True_, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.False_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.True_}","{'stage2': False, 'stage1': np.False_}"
