Based on ECC fit measurements to calibration runs xxxx to yyyy provided by O Limousin. From ELUT_ECC_para_xxx_yyyy.fits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel energy edges obtained from stx_science_energy_channels(/edges_1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,Gain keV/ADC,Pixel,Detector,ADC Edge 0 - 4.00 keV,ADC Edge 1 - 5.00 keV,ADC Edge 2 - 6.00 keV,ADC Edge 3 - 7.00 keV,ADC Edge 4 - 8.00 keV,ADC Edge 5 - 9.00 keV,ADC Edge 6 - 10.00 keV,ADC Edge 7 - 11.00 keV,ADC Edge 8 - 12.00 keV,ADC Edge 9 - 13.00 keV,ADC Edge 10 - 14.00 keV,ADC Edge 11 - 15.00 keV,ADC Edge 12 - 16.00 keV,ADC Edge 13 - 18.00 keV,ADC Edge 14 - 20.00 keV,ADC Edge 15 - 22.00 keV,ADC Edge 16 - 25.00 keV,ADC Edge 17 - 28.00 keV,ADC Edge 18 - 32.00 keV,ADC Edge 19 - 36.00 keV,ADC Edge 20 - 40.00 keV,ADC Edge 21 - 45.00 keV,ADC Edge 22 - 50.00 keV,ADC Edge 23 - 56.00 keV,ADC Edge 24 - 63.00 keV,ADC Edge 25 - 70.00 keV,ADC Edge 26 - 76.00 keV,ADC Edge 27 - 84.00 keV,ADC Edge 28 - 100.00 keV,ADC Edge 29 - 120.00 keV,ADC Edge 30 - 150.00 keV
 912.5926, 0.109525,3,10,949,958,967,977,986,995,1004,1013,1022,1031,1040,1050,1059,1077,1095,1113,1141,1168,1205,1241,1278,1323,1369,1424,1488,1552,1607,1680,1826,2008,2282
 914.8148, 0.108713,4,10,952,961,970,979,988,998,1007,1016,1025,1034,1044,1053,1062,1080,1099,1117,1145,1172,1209,1246,1283,1329,1375,1430,1494,1559,1614,1687,1835,2019,2295
 911.1111, 0.109792,5,10,948,957,966,975,984,993,1002,1011,1020,1030,1039,1048,1057,1075,1093,1111,1139,1166,1203,1239,1275,1321,1367,1421,1485,1549,1603,1676,1822,2004,2277
 923.7037, 0.109738,6,10,960,969,978,987,997,1006,1015,1024,1033,1042,1051,1060,1070,1088,1106,1124,1152,1179,1215,1252,1288,1334,1379,1434,1498,1562,1616,1689,1835,2017,2291
 909.6296, 0.108713,7,10,946,956,965,974,983,992,1002,1011,1020,1029,1038,1048,1057,1075,1094,1112,1140,1167,1204,1241,1278,1324,1370,1425,1489,1554,1609,1682,1829,2013,2289
 905.1852, 0.109047,8,10,942,951,960,969,979,988,997,1006,1015,1024,1034,1043,1052,1070,1089,1107,1134,1162,1199,1235,1272,1318,1364,1419,1483,1547,1602,1675,1822,2006,2281
 920.7407, 0.110132,9,10,957,966,975,984,993,1002,1012,1021,1030,1039,1048,1057,1066,1084,1102,1121,1148,1175,1211,1248,1284,1329,1375,1429,1493,1556,1611,1683,1829,2010,2283
 899.2593, 0.109578,10,10,936,945,954,963,972,981,991,1000,1009,1018,1027,1036,1045,1064,1082,1100,1127,1155,1191,1228,1264,1310,1356,1410,1474,1538,1593,1666,1812,1994,2268
 931.1111, 0.108347,11,10,968,977,986,996,1005,1014,1023,1033,1042,1051,1060,1070,1079,1097,1116,1134,1162,1190,1226,1263,1300,1346,1393,1448,1513,1577,1633,1706,1854,2039,2316
 908.1482, 0.109578,0,11,945,954,963,972,981,990,999,1009,1018,1027,1036,1045,1054,1072,1091,1109,1136,1164,1200,1237,1273,1319,1364,1419,1483,1547,1602,1675,1821,2003,2277
 925.1852, 0.109971,1,11,962,971,980,989,998,1007,1016,1025,1034,1043,1052,1062,1071,1089,1107,1125,1153,1180,1216,1253,1289,1334,1380,1434,1498,1562,1616,1689,1835,2016,2289
 913.3333, 0.110384,2,11,950,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1076,1095,1113,1140,1167,1203,1239,1276,1321,1366,1421,1484,1547,1602,1674,1819,2000,2272
 916.2963, 0.109631,3,11,953,962,971,980,989,998,1008,1017,1026,1035,1044,1053,1062,1080,1099,1117,1144,1172,1208,1245,1281,1327,1372,1427,1491,1555,1610,1683,1828,2011,2285
 918.5185, 0.109276,4,11,955,964,973,983,992,1001,1010,1019,1028,1037,1047,1056,1065,1083,1102,1120,1147,1175,1211,1248,1285,1330,1376,1431,1495,1559,1614,1687,1834,2017,2291
 907.4074, 0.109418,5,11,944,953,962,971,981,990,999,1008,1017,1026,1035,1044,1054,1072,1090,1108,1136,1163,1200,1236,1273,1319,1364,1419,1483,1547,1602,1675,1821,2004,2278
 907.4074, 0.110258,6,11,944,953,962,971,980,989,998,1007,1016,1025,1034,1043,1053,1071,1089,1107,1134,1161,1198,1234,1270,1316,1361,1415,1479,1542,1597,1669,1814,1996,2268
 914.0740, 0.109738,7,11,951,960,969,978,987,996,1005,1014,1023,1033,1042,1051,1060,1078,1096,1115,1142,1169,1206,1242,1279,1324,1370,1424,1488,1552,1607,1680,1825,2008,2281
 912.5926, 0.109507,8,11,949,958,967,977,986,995,1004,1013,1022,1031,1040,1050,1059,1077,1095,1113,1141,1168,1205,1241,1278,1324,1369,1424,1488,1552,1607,1680,1826,2008,2282
 910.3704, 0.109596,9,11,947,956,965,974,983,992,1002,1011,1020,1029,1038,1047,1056,1075,1093,1111,1138,1166,1202,1239,1275,1321,1367,1421,1485,1549,1604,1677,1823,2005,2279
 916.2963, 0.109971,10,11,953,962,971,980,989,998,1007,1016,1025,1035,1044,1053,1062,1080,1098,1116,1144,1171,1207,1244,1280,1325,1371,1426,1489,1553,1607,1680,1826,2007,2280
 916.2963, 0.109989,11,11,953,962,971,980,989,998,1007,1016,1025,1034,1044,1053,1062,1080,1098,1116,1144,1171,1207,1244,1280,1325,1371,1425,1489,1553,1607,1680,1825,2007,2280
 925.1852, 0.109383,0,12,962,971,980,989,998,1007,1017,1026,1035,1044,1053,1062,1071,1090,1108,1126,1154,1181,1218,1254,1291,1337,1382,1437,1501,1565,1620,1693,1839,2022,2297
 921.4815, 0.109507,1,12,958,967,976,985,995,1004,1013,1022,1031,1040,1049,1058,1068,1086,1104,1122,1150,1177,1214,1250,1287,1332,1378,1433,1497,1561,1616,1689,1835,2017,2291
 920.7407, 0.109206,2,12,957,967,976,985,994,1003,1012,1021,1031,1040,1049,1058,1067,1086,1104,1122,1150,1177,1214,1250,1287,1333,1379,1434,1498,1562,1617,1690,1836,2020,2294
 928.8889, 0.109276,3,12,965,975,984,993,1002,1011,1020,1030,1039,1048,1057,1066,1075,1094,1112,1130,1158,1185,1222,1258,1295,1341,1386,1441,1505,1569,1624,1698,1844,2027,2302
 932.5926, 0.108556,4,12,969,979,988,997,1006,1015,1025,1034,1043,1052,1062,1071,1080,1098,1117,1135,1163,1191,1227,1264,1301,1347,1393,1448,1513,1577,1633,1706,1854,2038,2314
 914.8148, 0.110402,5,12,951,960,969,978,987,996,1005,1014,1024,1033,1042,1051,1060,1078,1096,1114,1141,1168,1205,1241,1277,1322,1368,1422,1485,1549,1603,1676,1821,2002,2273
 928.1482, 0.109347,6,12,965,974,983,992,1001,1010,1020,1029,1038,1047,1056,1065,1074,1093,1111,1129,1157,1184,1221,1257,1294,1340,1385,1440,1504,1568,1623,1696,1843,2026,2300
 925.9260, 0.108713,7,12,963,972,981,990,1000,1009,1018,1027,1036,1046,1055,1064,1073,1091,1110,1128,1156,1183,1220,1257,1294,1340,1386,1441,1505,1570,1625,1699,1846,2030,2306
 931.8518, 0.108486,8,12,969,978,987,996,1006,1015,1024,1033,1042,1052,1061,1070,1079,1098,1116,1135,1162,1190,1227,1264,1301,1347,1393,1448,1513,1577,1632,1706,1854,2038,2315
 920.7407, 0.108017,9,12,958,967,976,986,995,1004,1013,1023,1032,1041,1050,1060,1069,1087,1106,1124,1152,1180,1217,1254,1291,1337,1384,1439,1504,1569,1624,1698,1847,2032,2309
 918.5185, 0.108941,10,12,955,964,974,983,992,1001,1010,1019,1029,1038,1047,1056,1065,1084,1102,1120,1148,1176,1212,1249,1286,1332,1377,1433,1497,1561,1616,1690,1836,2020,2295
 924.4445, 0.108748,11,12,961,970,980,989,998,1007,1016,1026,1035,1044,1053,1062,1072,1090,1108,1127,1154,1182,1219,1255,1292,1338,1384,1439,1504,1568,1623,1697,1844,2028,2304
 893.3333, 0.106652,0,13,931,940,950,959,968,978,987,996,1006,1015,1025,1034,1043,1062,1081,1100,1128,1156,1193,1231,1268,1315,1362,1418,1484,1550,1606,1681,1831,2018,2300
 877.0370, 0.106871,1,13,914,924,933,943,952,961,971,980,989,999,1008,1017,1027,1045,1064,1083,1111,1139,1176,1214,1251,1298,1345,1401,1467,1532,1588,1663,1813,2000,2281
 884.4445, 0.106770,2,13,922,931,941,950,959,969,978,987,997,1006,1016,1025,1034,1053,1072,1090,1119,1147,1184,1222,1259,1306,1353,1409,1474,1540,1596,1671,1821,2008,2289
 893.3333, 0.106990,3,13,931,940,949,959,968,977,987,996,1005,1015,1024,1034,1043,1062,1080,1099,1127,1155,1192,1230,1267,1314,1361,1417,1482,1548,1604,1678,1828,2015,2295
 884.4445, 0.106770,4,13,922,931,941,950,959,969,978,987,997,1006,1016,1025,1034,1053,1072,1090,1119,1147,1184,1222,1259,1306,1353,1409,1474,1540,1596,1671,1821,2008,2289
 882.2222, 0.107673,5,13,919,929,938,947,957,966,975,984,994,1003,1012,1022,1031,1049,1068,1087,1114,1142,1179,1217,1254,1300,1347,1402,1467,1532,1588,1662,1811,1997,2275
 892.5926, 0.108556,6,13,929,939,948,957,966,975,985,994,1003,1012,1022,1031,1040,1058,1077,1095,1123,1151,1187,1224,1261,1307,1353,1408,1473,1537,1593,1666,1814,1998,2274
 886.6667, 0.106349,7,13,924,934,943,952,962,971,981,990,1000,1009,1018,1028,1037,1056,1075,1094,1122,1150,1188,1225,1263,1310,1357,1413,1479,1545,1601,1677,1827,2015,2297
 897.0370, 0.105932,8,13,935,944,954,963,973,982,991,1001,1010,1020,1029,1039,1048,1067,1086,1105,1133,1161,1199,1237,1275,1322,1369,1426,1492,1558,1614,1690,1841,2030,2313
 898.5185, 0.106065,9,13,936,946,955,965,974,983,993,1002,1012,1021,1031,1040,1049,1068,1087,1106,1134,1163,1200,1238,1276,1323,1370,1426,1492,1558,1615,1690,1841,2030,2313
 883.7037, 0.106400,10,13,921,931,940,949,959,968,978,987,996,1006,1015,1025,1034,1053,1072,1090,1119,1147,1184,1222,1260,1307,1354,1410,1476,1542,1598,1673,1824,2012,2293
 879.2593, 0.107109,11,13,917,926,935,945,954,963,973,982,991,1001,1010,1019,1029,1047,1066,1085,1113,1141,1178,1215,1253,1299,1346,1402,1467,1533,1589,1664,1813,2000,2280
 877.7778, 0.107501,0,14,915,924,934,943,952,961,971,980,989,999,1008,1017,1027,1045,1064,1082,1110,1138,1175,1213,1250,1296,1343,1399,1464,1529,1585,1659,1808,1994,2273
 882.9630, 0.107948,1,14,920,929,939,948,957,966,976,985,994,1003,1013,1022,1031,1050,1068,1087,1115,1142,1179,1216,1254,1300,1346,1402,1467,1531,1587,1661,1809,1995,2273
 883.7037, 0.107845,2,14,921,930,939,949,958,967,976,986,995,1004,1014,1023,1032,1051,1069,1088,1116,1143,1180,1218,1255,1301,1347,1403,1468,1533,1588,1663,1811,1996,2275
 873.3333, 0.107330,3,14,911,920,929,939,948,957,967,976,985,994,1004,1013,1022,1041,1060,1078,1106,1134,1171,1209,1246,1293,1339,1395,1460,1526,1581,1656,1805,1991,2271
 877.0370, 0.106669,4,14,915,924,933,943,952,961,971,980,990,999,1008,1018,1027,1046,1065,1083,1111,1140,1177,1215,1252,1299,1346,1402,1468,1533,1590,1665,1815,2002,2283
 875.5555, 0.107347,5,14,913,922,931,941,950,959,969,978,987,997,1006,1015,1025,1043,1062,1080,1108,1136,1174,1211,1248,1295,1341,1397,1462,1528,1584,1658,1807,1993,2273
 882.2222, 0.106383,6,14,920,929,939,948,957,967,976,986,995,1004,1014,1023,1033,1051,1070,1089,1117,1145,1183,1221,1258,1305,1352,1409,1474,1540,1597,1672,1822,2010,2292
 880.7407, 0.106770,7,14,918,928,937,946,956,965,974,984,993,1002,1012,1021,1031,1049,1068,1087,1115,1143,1180,1218,1255,1302,1349,1405,1471,1536,1593,1667,1817,2005,2286
 872.5926, 0.107058,8,14,910,919,929,938,947,957,966,975,985,994,1003,1013,1022,1041,1059,1078,1106,1134,1171,1209,1246,1293,1340,1396,1461,1526,1582,1657,1807,1993,2274
 877.7778, 0.108661,9,14,915,924,933,942,951,961,970,979,988,997,1007,1016,1025,1043,1062,1080,1108,1135,1172,1209,1246,1292,1338,1393,1458,1522,1577,1651,1798,1982,2258
 865.1852, 0.106939,10,14,903,912,921,931,940,949,959,968,977,987,996,1005,1015,1034,1052,1071,1099,1127,1164,1202,1239,1286,1333,1389,1454,1520,1576,1651,1800,1987,2268
 875.5555, 0.106821,11,14,913,922,932,941,950,960,969,979,988,997,1007,1016,1025,1044,1063,1082,1110,1138,1175,1213,1250,1297,1344,1400,1465,1531,1587,1662,1812,1999,2280
 900.0000, 0.109507,0,15,937,946,955,964,973,982,991,1000,1010,1019,1028,1037,1046,1064,1083,1101,1128,1156,1192,1229,1265,1311,1357,1411,1475,1539,1594,1667,1813,1996,2270
 904.4445, 0.110330,1,15,941,950,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1068,1086,1104,1131,1158,1194,1231,1267,1312,1358,1412,1475,1539,1593,1666,1811,1992,2264
 904.4445, 0.111607,2,15,940,949,958,967,976,985,994,1003,1012,1021,1030,1039,1048,1066,1084,1102,1128,1155,1191,1227,1263,1308,1352,1406,1469,1532,1585,1657,1800,1980,2248
 905.1852, 0.110312,3,15,941,951,960,969,978,987,996,1005,1014,1023,1032,1041,1050,1068,1086,1105,1132,1159,1195,1232,1268,1313,1358,1413,1476,1540,1594,1667,1812,1993,2265
 893.3333, 0.110024,4,15,930,939,948,957,966,975,984,993,1002,1011,1021,1030,1039,1057,1075,1093,1121,1148,1184,1221,1257,1302,1348,1402,1466,1530,1584,1657,1802,1984,2257
 896.2963, 0.109971,5,15,933,942,951,960,969,978,987,996,1005,1015,1024,1033,1042,1060,1078,1096,1124,1151,1187,1224,1260,1305,1351,1406,1469,1533,1587,1660,1806,1987,2260
 911.1111, 0.110601,6,15,947,956,965,974,983,992,1002,1011,1020,1029,1038,1047,1056,1074,1092,1110,1137,1164,1200,1237,1273,1318,1363,1417,1481,1544,1598,1671,1815,1996,2267
 900.7407, 0.110150,7,15,937,946,955,964,973,982,992,1001,1010,1019,1028,1037,1046,1064,1082,1100,1128,1155,1191,1228,1264,1309,1355,1409,1473,1536,1591,1663,1809,1990,2263
 910.3704, 0.109863,8,15,947,956,965,974,983,992,1001,1010,1020,1029,1038,1047,1056,1074,1092,1111,1138,1165,1202,1238,1274,1320,1365,1420,1484,1548,1602,1675,1821,2003,2276
 912.5926, 0.110366,9,15,949,958,967,976,985,994,1003,1012,1021,1030,1039,1049,1058,1076,1094,1112,1139,1166,1203,1239,1275,1320,1366,1420,1483,1547,1601,1674,1819,2000,2272
 902.2222, 0.109525,10,15,939,948,957,966,975,984,994,1003,1012,1021,1030,1039,1048,1067,1085,1103,1130,1158,1194,1231,1267,1313,1359,1414,1477,1541,1596,1669,1815,1998,2272
 900.0000, 0.109507,11,15,937,946,955,964,973,982,991,1000,1010,1019,1028,1037,1046,1064,1083,1101,1128,1156,1192,1229,1265,1311,1357,1411,1475,1539,1594,1667,1813,1996,2270
 908.8889, 0.111056,0,16,945,954,963,972,981,990,999,1008,1017,1026,1035,1044,1053,1071,1089,1107,1134,1161,1197,1233,1269,1314,1359,1413,1476,1539,1593,1665,1809,1989,2260
 908.1482, 0.110565,1,16,944,953,962,971,981,990,999,1008,1017,1026,1035,1044,1053,1071,1089,1107,1134,1161,1198,1234,1270,1315,1360,1415,1478,1541,1596,1668,1813,1993,2265
 892.5926, 0.111663,2,16,928,937,946,955,964,973,982,991,1000,1009,1018,1027,1036,1054,1072,1090,1116,1143,1179,1215,1251,1296,1340,1394,1457,1519,1573,1645,1788,1967,2236
 911.1111, 0.110728,3,16,947,956,965,974,983,992,1001,1010,1019,1029,1038,1047,1056,1074,1092,1110,1137,1164,1200,1236,1272,1318,1363,1417,1480,1543,1597,1670,1814,1995,2266
 913.3333, 0.110384,4,16,950,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1076,1095,1113,1140,1167,1203,1239,1276,1321,1366,1421,1484,1547,1602,1674,1819,2000,2272
 917.0370, 0.111848,5,16,953,962,971,980,989,998,1006,1015,1024,1033,1042,1051,1060,1078,1096,1114,1141,1167,1203,1239,1275,1319,1364,1418,1480,1543,1597,1668,1811,1990,2258
 905.1852, 0.111349,6,16,941,950,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1067,1085,1103,1130,1157,1193,1228,1264,1309,1354,1408,1471,1534,1588,1660,1803,1983,2252
 910.3704, 0.110783,7,16,946,956,965,974,983,992,1001,1010,1019,1028,1037,1046,1055,1073,1091,1109,1136,1163,1199,1235,1271,1317,1362,1416,1479,1542,1596,1669,1813,1994,2264
 913.3333, 0.110384,8,16,950,959,968,977,986,995,1004,1013,1022,1031,1040,1049,1058,1076,1095,1113,1140,1167,1203,1239,1276,1321,1366,1421,1484,1547,1602,1674,1819,2000,2272
 907.4074, 0.110983,9,16,943,952,961,970,979,989,998,1007,1016,1025,1034,1043,1052,1070,1088,1106,1133,1160,1196,1232,1268,1313,1358,1412,1475,1538,1592,1664,1808,1989,2259
 910.3704, 0.110783,10,16,946,956,965,974,983,992,1001,1010,1019,1028,1037,1046,1055,1073,1091,1109,1136,1163,1199,1235,1271,1317,1362,1416,1479,1542,1596,1669,1813,1994,2264
 917.0370, 0.111773,11,16,953,962,971,980,989,998,1007,1015,1024,1033,1042,1051,1060,1078,1096,1114,1141,1168,1203,1239,1275,1320,1364,1418,1481,1543,1597,1669,1812,1991,2259
 920.7407, 0.110493,0,17,957,966,975,984,993,1002,1011,1020,1029,1038,1047,1056,1066,1084,1102,1120,1147,1174,1210,1247,1283,1328,1373,1428,1491,1554,1609,1681,1826,2007,2278
 925.1852, 0.111184,1,17,961,970,979,988,997,1006,1015,1024,1033,1042,1051,1060,1069,1087,1105,1123,1150,1177,1213,1249,1285,1330,1375,1429,1492,1555,1609,1681,1825,2004,2274
 925.1852, 0.109953,2,17,962,971,980,989,998,1007,1016,1025,1034,1043,1053,1062,1071,1089,1107,1125,1153,1180,1216,1253,1289,1334,1380,1434,1498,1562,1616,1689,1835,2017,2289
 931.8518, 0.110150,3,17,968,977,986,995,1004,1014,1023,1032,1041,1050,1059,1068,1077,1095,1113,1132,1159,1186,1222,1259,1295,1340,1386,1440,1504,1567,1622,1694,1840,2021,2294
 920.7407, 0.109792,4,17,957,966,975,984,994,1003,1012,1021,1030,1039,1048,1057,1066,1085,1103,1121,1148,1176,1212,1249,1285,1331,1376,1431,1495,1558,1613,1686,1832,2014,2287
 910.3704, 0.111148,5,17,946,955,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1072,1090,1108,1135,1162,1198,1234,1270,1315,1360,1414,1477,1540,1594,1666,1810,1990,2260
 922.9630, 0.110096,6,17,959,968,977,987,996,1005,1014,1023,1032,1041,1050,1059,1068,1086,1105,1123,1150,1177,1214,1250,1286,1332,1377,1432,1495,1559,1613,1686,1831,2013,2285
 920.0000, 0.110132,7,17,956,965,974,984,993,1002,1011,1020,1029,1038,1047,1056,1065,1083,1102,1120,1147,1174,1211,1247,1283,1329,1374,1428,1492,1556,1610,1683,1828,2010,2282
 927.4074, 0.110384,8,17,964,973,982,991,1000,1009,1018,1027,1036,1045,1054,1063,1072,1090,1109,1127,1154,1181,1217,1254,1290,1335,1380,1435,1498,1562,1616,1688,1833,2015,2286
 916.2963, 0.110638,9,17,952,961,971,980,989,998,1007,1016,1025,1034,1043,1052,1061,1079,1097,1115,1142,1169,1206,1242,1278,1323,1368,1422,1486,1549,1603,1676,1820,2001,2272
 913.3333, 0.110024,10,17,950,959,968,977,986,995,1004,1013,1022,1031,1041,1050,1059,1077,1095,1113,1141,1168,1204,1241,1277,1322,1368,1422,1486,1550,1604,1677,1822,2004,2277
 915.5555, 0.110692,11,17,952,961,970,979,988,997,1006,1015,1024,1033,1042,1051,1060,1078,1096,1114,1141,1169,1205,1241,1277,1322,1367,1421,1485,1548,1602,1674,1819,2000,2271
 921.4815, 0.108661,0,18,958,967,977,986,995,1004,1014,1023,1032,1041,1050,1060,1069,1087,1106,1124,1152,1179,1216,1253,1290,1336,1382,1437,1501,1566,1621,1695,1842,2026,2302
 908.1482, 0.108156,1,18,945,954,964,973,982,991,1001,1010,1019,1028,1038,1047,1056,1075,1093,1112,1139,1167,1204,1241,1278,1324,1370,1426,1491,1555,1611,1685,1833,2018,2295
 920.0000, 0.108086,2,18,957,966,976,985,994,1003,1013,1022,1031,1040,1050,1059,1068,1087,1105,1124,1151,1179,1216,1253,1290,1336,1383,1438,1503,1568,1623,1697,1845,2030,2308
 914.0740, 0.108434,3,18,951,960,969,979,988,997,1006,1016,1025,1034,1043,1052,1062,1080,1099,1117,1145,1172,1209,1246,1283,1329,1375,1431,1495,1560,1615,1689,1836,2021,2297
 898.5185, 0.107776,4,18,936,945,954,963,973,982,991,1001,1010,1019,1028,1038,1047,1066,1084,1103,1130,1158,1195,1233,1270,1316,1362,1418,1483,1548,1604,1678,1826,2012,2290
 907.4074, 0.108104,5,18,944,954,963,972,981,991,1000,1009,1018,1028,1037,1046,1055,1074,1092,1111,1139,1166,1203,1240,1277,1324,1370,1425,1490,1555,1610,1684,1832,2017,2295
 915.5555, 0.107827,6,18,953,962,971,980,990,999,1008,1018,1027,1036,1045,1055,1064,1082,1101,1120,1147,1175,1212,1249,1287,1333,1379,1435,1500,1565,1620,1695,1843,2028,2307
 915.5555, 0.107228,7,18,953,962,972,981,990,999,1009,1018,1027,1037,1046,1055,1065,1083,1102,1121,1149,1177,1214,1251,1289,1335,1382,1438,1503,1568,1624,1699,1848,2035,2314
 909.6296, 0.107109,8,18,947,956,966,975,984,994,1003,1012,1022,1031,1040,1050,1059,1078,1096,1115,1143,1171,1208,1246,1283,1330,1376,1432,1498,1563,1619,1694,1843,2030,2310
 904.4445, 0.108503,9,18,941,951,960,969,978,987,997,1006,1015,1024,1033,1043,1052,1070,1089,1107,1135,1163,1199,1236,1273,1319,1365,1421,1485,1550,1605,1679,1826,2010,2287
 914.0740, 0.107621,10,18,951,961,970,979,988,998,1007,1016,1026,1035,1044,1053,1063,1081,1100,1118,1146,1174,1211,1249,1286,1332,1379,1434,1499,1565,1620,1695,1843,2029,2308
 905.1852, 0.108434,11,18,942,951,961,970,979,988,997,1007,1016,1025,1034,1044,1053,1071,1090,1108,1136,1163,1200,1237,1274,1320,1366,1422,1486,1551,1606,1680,1827,2012,2289
 917.7778, 0.108906,0,19,955,964,973,982,991,1000,1010,1019,1028,1037,1046,1056,1065,1083,1101,1120,1147,1175,1212,1248,1285,1331,1377,1432,1496,1561,1616,1689,1836,2020,2295
 931.1111, 0.109170,1,19,968,977,986,995,1004,1014,1023,1032,1041,1050,1059,1069,1078,1096,1114,1133,1160,1188,1224,1261,1298,1343,1389,1444,1508,1572,1627,1701,1847,2030,2305
 908.8889, 0.110007,2,19,945,954,963,973,982,991,1000,1009,1018,1027,1036,1045,1054,1073,1091,1109,1136,1163,1200,1236,1273,1318,1363,1418,1482,1545,1600,1672,1818,2000,2272
 917.7778, 0.108994,3,19,954,964,973,982,991,1000,1010,1019,1028,1037,1046,1055,1065,1083,1101,1120,1147,1175,1211,1248,1285,1331,1377,1432,1496,1560,1615,1688,1835,2019,2294
 914.8148, 0.109667,4,19,951,960,970,979,988,997,1006,1015,1024,1033,1042,1052,1061,1079,1097,1115,1143,1170,1207,1243,1280,1325,1371,1425,1489,1553,1608,1681,1827,2009,2283
 922.9630, 0.108521,5,19,960,969,978,987,997,1006,1015,1024,1034,1043,1052,1061,1070,1089,1107,1126,1153,1181,1218,1255,1292,1338,1384,1439,1503,1568,1623,1697,1844,2029,2305
 931.8518, 0.109206,6,19,968,978,987,996,1005,1014,1023,1033,1042,1051,1060,1069,1078,1097,1115,1133,1161,1188,1225,1262,1298,1344,1390,1445,1509,1573,1628,1701,1848,2031,2305
 914.0740, 0.108416,7,19,951,960,969,979,988,997,1006,1016,1025,1034,1043,1052,1062,1080,1099,1117,1145,1172,1209,1246,1283,1329,1375,1431,1495,1560,1615,1689,1836,2021,2298
 926.6667, 0.108052,8,19,964,973,982,991,1001,1010,1019,1028,1038,1047,1056,1065,1075,1093,1112,1130,1158,1186,1223,1260,1297,1343,1389,1445,1510,1575,1630,1704,1852,2037,2315
 911.1111, 0.108783,9,19,948,957,966,975,985,994,1003,1012,1021,1031,1040,1049,1058,1077,1095,1113,1141,1169,1205,1242,1279,1325,1371,1426,1490,1555,1610,1683,1830,2014,2290
 920.7407, 0.108766,10,19,958,967,976,985,994,1003,1013,1022,1031,1040,1049,1059,1068,1086,1105,1123,1151,1178,1215,1252,1289,1334,1380,1436,1500,1564,1619,1693,1840,2024,2300
 913.3333, 0.110024,11,19,950,959,968,977,986,995,1004,1013,1022,1031,1041,1050,1059,1077,1095,1113,1141,1168,1204,1241,1277,1322,1368,1422,1486,1550,1604,1677,1822,2004,2277
 897.7778, 0.108661,0,20,935,944,953,962,971,981,990,999,1008,1017,1027,1036,1045,1063,1082,1100,1128,1155,1192,1229,1266,1312,1358,1413,1478,1542,1597,1671,1818,2002,2278
 897.0370, 0.108069,1,20,934,943,953,962,971,980,990,999,1008,1017,1027,1036,1045,1064,1082,1101,1128,1156,1193,1230,1267,1313,1360,1415,1480,1545,1600,1674,1822,2007,2285
 899.2593, 0.108643,2,20,936,945,954,964,973,982,991,1001,1010,1019,1028,1037,1047,1065,1083,1102,1129,1157,1194,1231,1267,1313,1359,1415,1479,1544,1599,1672,1820,2004,2280
 890.3704, 0.108643,3,20,927,936,946,955,964,973,982,992,1001,1010,1019,1028,1038,1056,1074,1093,1120,1148,1185,1222,1259,1305,1351,1406,1470,1535,1590,1664,1811,1995,2271
 885.9260, 0.109064,4,20,923,932,941,950,959,968,978,987,996,1005,1014,1023,1033,1051,1069,1088,1115,1143,1179,1216,1253,1299,1344,1399,1464,1528,1583,1656,1803,1986,2261
 906.6667, 0.108538,5,20,944,953,962,971,980,990,999,1008,1017,1026,1036,1045,1054,1073,1091,1109,1137,1165,1201,1238,1275,1321,1367,1423,1487,1552,1607,1681,1828,2012,2289
 900.0000, 0.109276,6,20,937,946,955,964,973,982,992,1001,1010,1019,1028,1037,1046,1065,1083,1101,1129,1156,1193,1229,1266,1312,1358,1412,1477,1541,1595,1669,1815,1998,2273
 900.0000, 0.108573,7,20,937,946,955,964,974,983,992,1001,1011,1020,1029,1038,1047,1066,1084,1103,1130,1158,1195,1232,1268,1314,1361,1416,1480,1545,1600,1674,1821,2005,2282
 901.4815, 0.108556,8,20,938,948,957,966,975,984,994,1003,1012,1021,1030,1040,1049,1067,1086,1104,1132,1159,1196,1233,1270,1316,1362,1417,1482,1546,1602,1675,1823,2007,2283
 897.7778, 0.108661,9,20,935,944,953,962,971,981,990,999,1008,1017,1027,1036,1045,1063,1082,1100,1128,1155,1192,1229,1266,1312,1358,1413,1478,1542,1597,1671,1818,2002,2278
 904.4445, 0.108156,10,20,941,951,960,969,978,988,997,1006,1015,1025,1034,1043,1052,1071,1089,1108,1136,1163,1200,1237,1274,1321,1367,1422,1487,1552,1607,1681,1829,2014,2291
 893.3333, 0.108608,11,20,930,939,949,958,967,976,985,995,1004,1013,1022,1031,1041,1059,1077,1096,1124,1151,1188,1225,1262,1308,1354,1409,1473,1538,1593,1667,1814,1998,2274
